RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014031626212      01-01    A13055249       No Problem Found     Atlanta        B20140317127315    1
T2014031626592      04-02    H16640522       No Problem Found     Atlanta        B20140318129039    1
T2014031626650      01-02    F80809262       No Problem Found     Los Angeles    B20140318129293    1
T2014031626876      01-02    Q66859184       No Problem Found     Los Angeles    B20140317130312    1
T2014031626939      04-09    R87178202       No Problem Found     Atlanta        B20140317130600    1
T2014031628631      01-09    D19430623       No Problem Found     Los Angeles    B20140317138068    1
T2014031628833      01-02    E22205133       No Problem Found     Atlanta        B20140317138978    1
T2014031629015      02-09    D90468109       No Problem Found     Los Angeles    B20140317139803    1
T2014031629344      02-09    H99491108       No Problem Found     Los Angeles    B20140317141337    1
T2014031630818      02-09    F72260831       No Problem Found     Chicago        B20140317147894    1
T2014031631097      04-09    B40310146       No Problem Found     Chicago        B20140318149133    1
T2014031631811      02-09    H73264064       No Problem Found     New York       B20140317152310    1
T2014031633239      02-09    Q32529665       No Problem Found     New York       B20140317158858    1
T2014031633923      01-02    D32611378       No Problem Found     Los Angeles    B20140317161881    1
T2014031634325      02-09    T93945156       No Problem Found     Los Angeles    B20140317163717    1
T2014031634743      01-02    R54734011       No Problem Found     Atlanta        B20140317165559    1
T2014031635176      02-09    A52001058       No Problem Found     New York       B20140317167490    1
T2014031635626      01-02    B15350887       No Problem Found     New York       B20140317169493    1
T2014031636680      02-09    R23716115       No Problem Found     New York       B20140317174316    1
T2014031636775      02-09    J40800102       No Problem Found     Chicago        B20140317174757    1
T2014031637205      01-01    Q37771400       No Problem Found     Los Angeles    B20140318176743    1
T2014031637996      01-09    T41318332       No Problem Found     Los Angeles    B20140317180294    1
T2014031640234      04-01    Q53130938       Mechanical Problem   New York       B20140325190215    1
T2014031640237      04-01    G14520067       Mechanical Problem   New York       B20140319190226    1
T2014031641364      01-09    P67668936       Mechanical Problem   Los Angeles    B20140321195278    1
T2014031641566      01-09    G52377965       Mechanical Problem   Atlanta        B20140328196163    1
T2014031641568      01-09    B87266468       Mechanical Problem   New York       B20140320196171    1
T2014031642142      01-02    K63412230       Mechanical Problem   Atlanta        B20140328198720    1
T2014031642384      01-02    Q52590260       Mechanical Problem   Atlanta        B20140317199776    1
T2014031642539      01-02    K56925262       Mechanical Problem   Los Angeles    B20140320200501    1
T2014031642540      01-02    Q41507078       Mechanical Problem   New York       B20140321200502    1
T2014031642961      01-02    A72887449       Mechanical Problem   Los Angeles    B20140328202455    1
T2014031642962      01-02    S34723327       Mechanical Problem   New York       B20140319202463    1
T2014031643587      01-02    K25505922       Mechanical Problem   Atlanta        B20140317205236    1
T2014031643588      01-02    A28459511       Mechanical Problem   Atlanta        B20140319205237    1
T2014031644113      01-01    D33573654       Mechanical Problem   Los Angeles    B20140326207595    1
T2014031644438      03-09    C40582887       Electrical Problem   New York       B20140319209015    1
T2014031644814      02-09    A47993092       Electrical Problem   New York       B20140319210744    1
T2014031646189      02-09    D74804038       Electrical Problem   Atlanta        B20140319216783    1
T2014031646825      02-09    R70851356       Electrical Problem   Los Angeles    B20140326219741    1
T2014031647017      04-09    Q67231157       Electrical Problem   Atlanta        B20140324220564    1
T2014031647019      04-09    Q31719568       Electrical Problem   Los Angeles    B20140317220575    1
T2014031647512      04-02    N60303270       Electrical Problem   Atlanta        B20140320222716    1
T2014031647745      04-01    S66751009       Electrical Problem   Chicago        B20140318223791    1
T2014031648059      04-01    F38771166       Electrical Problem   Atlanta        B20140319225252    1
T2014031648060      04-01    G37040632       Electrical Problem   Chicago        B20140317225253    1
T2014031648630      02-02    Q13616451       Electrical Problem   New York       B20140317227829    1
T2014031649211      01-09    B78911685       Electrical Problem   Los Angeles    B20140328230479    1
T2014031649212      01-09    S94736599       Electrical Problem   New York       B20140319230482    1
T2014031650021      01-09    B14107462       Electrical Problem   Atlanta        B20140324234112    1
T2014031650022      01-09    D40767523       Electrical Problem   Atlanta        B20140320234113    1
T2014031651407      01-02    J74150144       Electrical Problem   Atlanta        B20140317240311    1
T2014031651409      01-02    Q46236184       Electrical Problem   New York       B20140327240326    1
T2014031651639      01-02    F77308220       Electrical Problem   Atlanta        B20140318241363    1
T2014031651640      01-02    Q80159038       Electrical Problem   Atlanta        B20140321241368    1
T2014031651641      01-02    N61162628       Electrical Problem   Los Angeles    B20140326241369    1
T2014031652406      01-02    J79707433       Electrical Problem   Los Angeles    B20140320244794    1
T2014031652408      01-02    R28632990       Electrical Problem   Los Angeles    B20140325244808    1
T2014031652409      01-02    T32147310       Electrical Problem   Atlanta        B20140318244812    1
T2014031652410      01-02    R82068678       Electrical Problem   New York       B20140318244816    1
T2014031653964      01-01    G11373834       Electrical Problem   Atlanta        B20140320251797    1
T2014031654367      01-01    A51161299       Electrical Problem   Los Angeles    B20140319253545    1
T2014031707203      01-02    R47850998       Software Problem     New York       B20140320041718    1
T2014031822522      01-02    J27317027       No Problem Found     Chicago        B20140320110844    1
T2014031900294      02-09    A82412035       Software Problem     Los Angeles    B20140325010541    1
T2014031900295      02-09    Q29241111       Software Problem     Los Angeles    B20140320010545    1
T2014031900515      02-09    Q46642095       Software Problem     Los Angeles    B20140328011541    1
T2014031900562      02-09    B58933067       Software Problem     New York       B20140331011752    1
T2014031900563      02-09    D99160192       Software Problem     New York       B20140401011759    1
